OA_Topic,match_with_OA,which_is_better,comment_OA,comment_OG,38_gpt4,Title,Abstract
Cyanogenic Glycosides in Plants and Industrial Wastewaters,,,,,"SOC and Climate Change Mitigation || This topic explores the relationship between soil organic carbon (SOC) and climate change, focusing on how SOC stocks are affected by various factors including agriculture, land management, and agroforestry practices. It discusses the importance of SOC in carbon sequestration efforts, the impact of agricultural practices on SOC depth, and the role of SOC in global carbon cycles. Several studies highlight the potential of SOC management in mitigating climate change by increasing carbon storage in soils across different ecosystems, including grasslands, croplands, and forests.",Spatial Variability of the Organic Matter in the Soil in Cassava Cultivation Under Differentiated Management,"The management of soil organic matter (SOM) is fundamental in agriculture for soil conservation and crop yields. However, in addition the soil being dynamics, it is heterogeneous, therefore, understanding the spatial variability of SOM is essential. The main objective of this study was to evaluate the spatial variability of SOM in a cassava cultivation under different management, seeking to classify its spatial dependence by geostatistics. A filed experiment was conducted out on soil classified as oxisol with four different management systems: irrigation (micro sprinkler, drip and no irrigation), spacing (1.0 0.8 m, 1.0 1.0 m and 1.0 1.5 m), weed control (manual control and no control) and acidity correction (limestone and withouth limestone), totaling 36 experimental plots. To determine the SOM, the wet oxidation method was used, and the semivariograms were generated by the GS+ software. The effect of the different management systems on the spatial variability of the SOM was evaluated at a depth of 0.0-0.2 m. The theoretical semivariogram model that best fitted the study was the Gaussian model, with a well-defined level, also expressing the condition of data stationarity. The spatial dependence was classified as strong and, through the thematic map generated from the kriging, it was possible to observe the variability in the SOM content for different management zones. The use of geostatistics techniques provided important information for understanding the spatial distribution of soil organic matter."
Effective Microorganisms in Agriculture,,,,,"Wheat Irrigation and Varieties Studies || This topic encompasses research focused on optimizing wheat (Triticum aestivum) production through various strategies including the adjustment of seed rates, identification of suitable sowing dates, and the implementation of precise irrigation levels. The studies are conducted across different geographical locations and employ different wheat genotypes to ascertain the impact of these agricultural practices on yield, growth, and other yield-related attributes under varying climatic and soil conditions.",Impact of the Irrigation Dose Amount on the Wheat Yield,"The paper presents analysis of the impact of irrigation dose on the winter wheat Bystra yield, which is recommended for cultivation in Poland. It is a low-growing high-yield wheat cultivar. A reel sprinkler equipped with a computer for control of parameters of its operation, which was supplied with pond water was used for irrigation. Test were carried out on five fields, where four irrigation doses were used: 15, 20, 25, 30 mm. A change of weather during research in May and June caused the need to irrigate a field four times. During research, the size of the irrigation dose was measured with rain gauges on each of the investigated fields in five measurement points. One of the fields was a control field, which was not irrigated. The investigated wheat was characterized during harvesting. Research proved that the size of the irrigation dose influences the wheat yield. The grain yield between a control field and a field with the highest irrigation dose increased by twofold. Moreover, analysis of costs incurred during sprinkling were analysed."
Allelopathy and Plant Interactions,,,,,"Cotton Weed Management Techniques || This topic covers various studies and experiments conducted to find effective weed control strategies in cotton crops. It includes pre and post-emergence herbicide applications such as pendimethalin, S-metolachlor, glyphosate, and natural solutions like Calotropis gigantea leaf extract. Methods evaluated range from chemical weedicides to mechanical weeding and their impacts on weed density, cotton yield, and quality across different regions and irrigation systems. The efficacy of herbicides, including new formulations like potassium salt-based glyphosate, and their effect on dominant weed flora and cotton boll weight are also discussed.",Integrated Weed Management with Calotropis gigantea Leaf Extract in Cotton,"Field experiments were conducted during 2012 and 2013, at Agricultural College and Research Institute, Madurai (Tamil Nadu Agricultural University) to study the effect of pre-emergence application of Calotropis gigantea leaf extract spray on weed control in cotton. The weed management practices consisted of Calotropis gigantea leaf extract spray at three concentrations (10%, 20%, and 30%) chemical weed control (Pendimethlin @ 1.0 kg ha-1 ), power weeder weeding (PW at twice) and manual weeding (hand weeding twice) in combination. The results revealed that hand weeding twice at 20 and 40 DAS and pendimethalin at 1.0 kg ha -1 followed by one hand weeding at 40 DAS resulted in effective control of all the weeds and recorded higher seed cotton yield. Among the leaf extracts spray, pre-emergence application of Calotropis gigantea at 30 % concentration followed by hand weeding at 40 DAS recorded lower weed density and dry weight and increased the yield in irrigated cotton compared to lower concentration of Calotropis gigantea leaf extracts and un weeded control."
Genetic Diversity and Breeding of Okra,,,,,"Tomato Growth and Irrigation Studies || This topic covers extensive research on the cultivation of tomatoes (Solanum lycopersicum L.), focusing on different aspects such as grafting, irrigation techniques (including partial-root zone drying, deficit irrigation, and drip irrigation), fertilizer rates, and other growing conditions. Investigations include the impact of these variables on tomato yield, water-use efficiency, fruit quality, and the management of environmental factors like soil quality and water salinity. The studies aim to find sustainable and efficient agricultural practices for enhancing tomato production under various environmental conditions.","Response of yield and yield components of tomato (Solanum lycopersicon L.) to different inter and intra-row spacing at Merebleke, Northern Ethiopia","A field experiment was conducted at Aksum Agricultural Research Center Merebleke irrigation testing site for two years, 2014 and 2015 cropping calendar under irrigation condition.The objective of the study was to determine the effect of Inter and intra-row spacing on growth, Yield and fruit characteristics of Melkashola variety of tomato.The trial was laid out in factorial randomized complete block design in three replications.The treatment comprises of twelve treatment combination (20, 30 and 40 cm intra row spacing and 60, 80, 100 and 120 cm inter row spacing).Combined analysis of variance showed that except days to 50% flowering, all traits did not show significant interaction effect.However, main effect of inter and intra row spacing showed significant differences for days to maturity, plant height, number of fruits per plant, fruit weight and marketable fruit yield.The highest number of fruits per plant was found from 40 cm intra row spacing (74) but it is statistically at par with 30 cm intra row spacing (68).Fruit size was significantly affected by intra row spacing; the largest fruit size was recorded from 30 cm intra row spacing (71.1 g) while the smaller size found from 20 cm intra row spacing (67.5 g).However, fruit size didn't show significant difference for different inter row spacing.The highest marketable yield was obtained from 60 cm inter row spacing (654.60qtha -1 ) which is statistically not significant with 80 cm inter row spacing (611.7 qt ha -1).Similarly, the narrow intra row spacing that is, 20 cm scored highest marketable yield (651.4 qt ha -1) which is also statistically at par with 30 cm intra row spacing (597.4 qt ha -1). Considering fruit size and marketable yield, 60 cm inter row spacing and 30 cm intra row spacing are appropriate for higher marketable fruit yield and better fruit size in Merebleke wereda."
Genetics and Breeding of Cowpea,,,,,"Dairy Pasture and Forage Studies || This topic encompasses research on various aspects of dairy farming including pasture improvement, forage varieties, and their impact on milk production and cow nutrition. Studies cover comparisons between different grass species like ryegrass and tall fescue, forage diet effects on goat and sheep carcasses, and the sustainability of dairy systems through grazing management. It includes analyses of milk yield differences from cows grazed on diverse pastures or fed drylot diets, the nutritional content of different forage diets, and their impact on the dairy production process, emphasizing on dry matter production, grass-legume mixes, and forage quality in dairy farming.",Forage potentials of two cowpea (Vigna unguiculata L. Walp) varieties as influenced by varying irrigation frequencies and phosphorus application rates in Zaria,"In Nigeria, the dietary energy and protein obtained from forages, particularly in the dry season, are generally too low to meet the nutrient requirements of ruminant livestock. Therefore, there is a clear need for alternative means of supplementing the year-round forage shortfall for livestock to improve productivity. A field experiment was conducted to evaluate the effects of irrigation frequencies and phosphorus application rates on forage quality of two cowpea varieties during dry season. The experiment was laid out in a 2×3×3 factorial arrangement in a split plot design with three replications. Treatments consisted of two cowpea varieties (SAMPEA 14 and 15), three irrigation frequencies (5, 10 and 15-days) and three phosphorus (P) rates (0, 20 and 40kg/ha), respectively. Chemical and mineral compositions were recorded. Results indicated that forage quality of the two cowpea varieties were affected (P 0.05) by some of the treatments during the two-year trial and the mean. Crude protein (CP) and crude fibre (CF) of forages were higher (P 0.05) in treatment with 20 kgP/ha and 40 kgP/ha compared to the control. SAMPEA 14 forage resulted in significantly higher (P 0.05) mean CP of 16.91% compared to SAMPEA 15 with 15.74%. The CP of SAMPEA 14 forage increased by 6.91% compared to SAMPEA 15 forage. Mean P increased by 11% with SAMPEA 14 comapred to SAMPEA 15. Calcium and potassium were higher (P 0.05) in treatment with 5 days irrigation frequencies compared to 15 days irrigation interval. Phosphorus application rates showed an increasing trend (P 0.05) in P determined with 40 kgP/ha application level in 2018 dry season. It is therefore, concluded that, farmers should irrigate SAMPEA 14 using the 5-day irrigation frequency in combination with 20 kgP/ha of phosphorus application rate for optimum fodder quality."
Regulation of Seed Dormancy and Germination,,,,,"Salinity Tolerance in Plants || This topic explores the impact of salinity, particularly from NaCl and saline water, on various landscape and ornamental plants. It examines how different species, including Mascarene grass, ornamental shrubs like Clerodendrum inerme, and annual halophytes like Atriplex hortensis, respond to varying salt levels. Through experiments with saline treatments, the research investigates physiological responses, growth effects, and potential for usage in environments with poor-quality irrigation water. The aim is to identify plants with high salinity tolerance for sustainable landscaping in salty conditions.","RESPONSE OF TEPHROSIA PURPUREA L. TO SALINITY STRESS IN RELATION TO GERMINATION, CAROTENOID CONTENT AND PROLINE CONTENT","Salt stress is one of the major abiotic stresses limiting profitable crop production. The effect of salt stress on germination,carotenoid and proline content of Tephrosia purpurea was investigated Three different salinity level (50,100 and 200 mM)were used for germination experiment and distilled water as control. For pot experiment plants were treated with four different NaCl concentration (50,100,200,300mM).Normally irrigated plants were treated as control. Observations were recorded from day 25 up to day 65 at ten days interval. Result indicated that lower salt concentration (50mM) enhance seed germination but beyond it germination decreases. The result show that salinity increase carotenoid and proline content. The increase of proline with salinity increase shows the importance of the osmotic balance in low water potential condition. In general the results of the experiments showed that increase in production of proline as an osmotic regulatory mechanism for survival in high salinity levels."
Date Palm (Phoenix dactylifera) Research,,,,,"Soil Microbial Communities || This topic explores the intricate relationships between soil microbial communities and various agricultural practices, including fertilization, irrigation, and plant cultivation. It emphasizes the impact of environmental conditions and agricultural inputs, such as nitrogen fertilizer and saline water, on the diversity and function of soil bacteria within different ecosystems, including those associated with crops like wheat and date palms (Phoenix dactylifera). The studies employ advanced techniques like 16S rRNA metabarcoding to unravel how these microbial communities influence plant health, nutrient cycling, and soil quality, contributing to sustainable agricultural systems.",Bacterial community composition of bulk soil from date palm (Phoenix dactylifera) farm depend on irrigation water salinity,"Non-saline and saline ground water irrigation is extensively used in the arid regions of United Arab Emirates (UAE) for date palm (Phoenix dactylifera) cultivation without knowing its effect on bulk soil bacterial communities. Bulk soil acts as a supply base for microbes and nutrients that are accessed by date palm roots. We collected soil samples from date farms across UAE and performed V3-V4 16s rRNA metabarcoding analysis to understand how bulk soil bacterial diversity and communities respond to irrigation water sources (non-saline and saline groundwater irrigation). There was no significant variation in bulk bacterial diversity (Shannon diversity, richness as well as evenness). But bulk bacterial communities differed between irrigation water sources and irrigation water electrical conductivity was the significant factor that explained a part of community variation. Out of total 5089 OTUs, saline bulk soil harbored only 21.3% of total OTUs compared to 31.5% OTUs in non-saline bulk soil, while 47.15% OTUs shared between both types of irrigation. Proteobacteria abundance was higher in saline bulk soil, while Actinobacteriota abundance was enhanced in non-saline bulk soil. Similar selection was observed at genus level, wherein saline bulk soil showed increase in abundance of Subgroup_10, Nitrospira and Mycobacterium, whereas Microvirga, Ammoniphilus, Nitrospira and Lysinibacillus were elevated in non-saline bulk soil. Saline (Novibacillus and Bauldea) and non-saline bulk soil (Microvirga, Marmoricola, Domibacillus, Oceanobacillus, Bhargavaea and Solirubrobacter) showed significant selection of indicator taxa (P 0.05). This indicate that bacterial communities colonizing bulk soil differ depending on irrigation water source and it is affected by irrigation water EC."
Mutation Breeding for Crop Improvement,,,,,"Crop Genetic Diversity || This topic explores the genetic variability, diversity, and performance of various crops like hot pepper, sunflower, chickpea, cowpea, and linseed under different environmental conditions. Studies focus on assessing yield attributing traits, genetic and phenotypic variances, correlation and path analysis of traits affecting yield, and the adaptability and stability of inbred lines. Research is conducted across multiple locations, under rainfed and irrigated conditions, aiming to improve crop yields, protein content, and mechanical harvestability, contributing to the development of superior cultivars for enhanced agricultural productivity.",Genetic diversity in golden flax (Linum usitatisimum L.) for Irrigated Situation,"Collection and evaluation of divergence among genotypes are fundamental for know the spectrum of diversity. An experiment was conducted at the Research cum Instructional Farm of AICRP on Linseed, Department of Genetics and Plant Breeding, College of Agriculture, Indira Gandhi Krishi Vishwavidyalaya, Raipur, Chhattisgarh during Rabi season 2019-20 and 2020-21 comprising 40 accessions including checks viz; golden flax (37) brown flax (3) (checks RLC-143, RLC-148, RLC-153 and Surabhi) were shown in irrigated situation. Maximum % contribution towards the divergence noted for days to maturity followed by days to 50 % flowering, capsule size, number of seeds per capsules oil content %. On the basis of D2 values 40 golden flax were grouped into 9 clusters, the maximum lines were grouped in cluster II (12 genotypes) followed by cluster I (9 genotypes), cluster III and VI (5 genotypes), cluster IV and V (3 genotypes) and cluster VII, VIII and IX had only one genotype in each. Highest intra-cluster distance was recorded for cluster VI followed by cluster IV, cluster II, cluster I, cluster V cluster III whereas Cluster VII, VIII IX were mono-genotypic. The highest inter cluster divergence was observed between genotypes of cluster VI cluster V followed by cluster V cluster VI, cluster V cluster VIII, cluster III cluster IX cluster II cluster V. Divergence golden flax viz., YLS-8, YLS-28, YLS-3, YLS-5, YLS-6, YLS-21, YLS-30, YLS-33 RC-153 (c) grouped in different clusters."
Plant-Parasitic Nematodes in Molecular Plant Pathology,,,,,"Potato Beetle Control Studies || Research focused on combating Colorado Potato Beetle infestations in potato crops through various insecticide treatments. Experiments occurred in both Yakima, Washington, and Kimberly, Idaho, utilizing Ritzville and Portneuf silt loam soils. These studies, conducted in the mid-1990s, aimed to identify effective foliar and soil-applied insecticides against this pest, underlining the importance of soil conditions and application timing on pest control efficacy.","Sweet Potato Flea Beetle (FB) and Wireworm (WW) Control in Sweet Potatoes, 1988","Sweet potato slips were planted 12-inches apart in 36-inch rows on 19 May in Gadsden County, Fla., on Ruston fine loamy sand. Experimental design was a randomized complete block with six replications. Plot size was 4 rows by 36 ft. Nondessicated Neoaplectana carpocapsae nematode treatments were applied at 30 psi using 1, 8008 flatfan nozzle per row with the amount of spray about 53 gal/acre. Planting-time and root-swell treatments of nematodes were made on 26 May and 4 Aug, respectively. Plots were irrigated with about 0.5 inches immediately after nematodes were applied. Soil insecticides were applied with a tractor-mounted granular applicator in a 12-15 inch band directly over the row. Preplant and root-swell applications of granular insecticides were made on 16 May and 4 Aug, respectively. Thirty-five ft of row from the 2 center rows of each plot were dug, and the weight of U.S. The amount of WW and FB injury was estimated for each plot by determining the number of FB larval tunnels and WW feeding holes on 15 randomly selected U.S. The data for each plot then were converted to the percentage of sweet potatoes with WW and FB damage and the average number of FB larval tunnels and WW feeding holes per sweet potato."
Significance of Phytic Acid in Nutrition and Agriculture,,,,,"Wheat Genotypes Water Stress Adaptation || This topic explores the performance, adaptability, and yield of various bread wheat genotypes under differing water stress conditions, including drought and supplemental irrigation regimes. Research focuses on evaluating genetic variability, yield traits, quality parameters, and the interaction between genotype and environmental factors in rain-fed and artificially irrigated environments across different geographies. Studies also examine the impact of water stress on grain production, seed germination, and the baking quality of wheat, aiming to identify high-yielding, drought-tolerant wheat varieties suitable for arid and semi-arid areas.",THE PRODUCTIVITY OF SOFT WHEAT AND SOME OF ITS TECHNOLOGICAL INDICATORS AND CORRELATIONS AMONG THEM AT DIFFERENT IRRIGATION RATES,"Wheat is the most important strategic crops in Syria because it supports the national economy and provides a loaf of bread. The evaluation of wheat validity or its suitability for the bread production as well as the quality of the resulted bread, depends on its flour characterizations and character of formed dough as well as on quality of the resulted bread. Three water treatments were applied as follows: 500, 400, 300 ml on seven varieties and five promising lines of bread wheat selected at ICARDA. After the harvest and getting the productivity, the protein and Farinograph test were assessed. Response of varieties and lines differed, depending on the water treatments. Also in the same water treatment the productivity varied among them clearly, but not associated with any of the studied technological indicators. A correlation relation between the percentage of protein and the irrigation rate, as well as between the Farinograph development time (FDT) and Farinograph Mixing Tolerance (FMT), was observed. Quality of the dough varied according to studied plant material and also by applied water treatment. Plant material studied was divided into four groups: two groups of them characterized weak dough to medium strength which were suitable for the Arabic bread, and other two characterized by strong dough to very strong which, were more suitable for French bread."
Mycotoxins and Their Impact,,,,,"Wheat Genetic Improvement || This topic focuses on identifying genetic markers and loci associated with traits that influence wheat yield and quality under various environmental conditions. Studies utilize genome-wide association studies (GWAS) and recombinant inbred lines to map and understand the genetic bases of yield, drought, and heat tolerance, as well as nutrient content improvement in wheat. The collection of research aims at accelerating breeding programs through genomic tools to develop high-performing, biofortified wheat varieties.",Marker Development and Pyramiding of Fhb1 and Fhb7 for Enhanced Resistance to Fusarium Head Blight in Soft Red Winter Wheat,"Fusarium head blight (FHB) is a devastating fungal disease of hexaploid wheat (Triticum aestivum). Several genetic loci were previously identified that control FHB resistance in wheat, including Fhb1. Fhb7, a major QTL conferring resistance to FHB, controlling for mycotoxin deoxynivalenol (DON) production, has been introgressed into soft red winter wheat (SRWW). As an exotic QTL, Fhb7 is associated with linkage drag, affecting agronomic and end-use quality performance. This study outlines a breeding strategy for introducing and pyramiding Fhb7 into SRWW breeding populations that already possessed Fhb1 and harbored some additional disease-resistance genes. In addition to the Fhb1-Fhb7 pyramiding, we developed gene-based markers for both genes and examined them on 57 SRWW breeding lines. Our data showed that 15 out of 57 breeding lines possessed both Fhb1 and Fhb7 resistant alleles. Two years of phenotypic data from the inoculated and misted irrigation field showed that the combination of Fhb1-Fhb7 lowers mycotoxin DON accumulation in kernels, which provides protection for end-users and the milling industry. The Fhb gene-pyramided lines, with the additional regionally important disease resistance genes, produced in this breeding pipeline showed reasonable agronomic traits and can be used in crossing programs for the widespread introgression in elite wheat cultivars."
Study of Powdery Mildew Fungi and Plant Pathogens,,,,,"Tomato Growth and Irrigation Studies || This topic covers extensive research on the cultivation of tomatoes (Solanum lycopersicum L.), focusing on different aspects such as grafting, irrigation techniques (including partial-root zone drying, deficit irrigation, and drip irrigation), fertilizer rates, and other growing conditions. Investigations include the impact of these variables on tomato yield, water-use efficiency, fruit quality, and the management of environmental factors like soil quality and water salinity. The studies aim to find sustainable and efficient agricultural practices for enhancing tomato production under various environmental conditions.",Performance of High Tunnel Tomato Cultivars in Northern New England,"Tomato ( Solanum lycopersicum ) growers select cultivars based on a range of performance criteria. Currently, however, information regarding tomato cultivar performance in high tunnels is lacking. We conducted a tomato cultivar trial in an 1800-ft 2 plastic-covered high tunnel in Durham, NH, with 15 indeterminate cultivars using organic fertilizers and pesticides. Tomatoes were grown in-ground in a randomized complete block design (n = 4) using raised beds with plastic mulch and drip irrigation. Marketable and unmarketable yield, several yield components, and susceptibility to two common diseases, leaf mold ( Fulvia fulva ) and powdery mildew ( Oidium lycopersici or Leveillula taurica ), were evaluated over a 3-year period. Differences between cultivars existed in all areas of interest, and year-to-year variation in performance was noteworthy in this experiment. ‘Geronimo’ consistently had among the highest yields, ‘Arbason’ and ‘Massada’ produced many individual fruit, and several cultivars including Rebelski, Massada, and Geronimo showed no signs of disease. Some cultivars such as Conestoga appeared susceptible to several different physiological disorders while others were relatively robust against this type of marketable yield reduction. Because we assessed multiple yield and quality variables and observed apparent trade-offs in several of these, we used radar plots to summarize and communicate the performance of each cultivar in an intuitive and comparable manner. Based on these data, several tomato cultivars appear particularly well suited for high tunnel production in northern New England."
Plant Pathogens and Insect Vectors,,,,,"Orchard Pest Control Studies || These documents detail various scientific tests conducted in orchards with differing ages and irrigation methods, focusing on the efficacy of insecticide treatments against pests like moths and leafhoppers. Each study utilizes a randomized complete block design with single-tree replicates to assess the impact of materials applied via handgun sprayers. These experiments contribute to understanding how to manage orchard pests effectively to protect tree fruit crops.","Apple, Second Generation White Apple Leafhopper Aerial Appucation Evaluation, 1986","Ground airblast and helicopter applications of Seven XLR at 2.0 lb Al/acre were compared for eEFectiveness against WALH nymphs and adults. This test was conducted in an orchard containing 7-year-old trees with under-tree irrigation. Treatments were applied to unreplicated 1.0 acre plots on 27 Aug. The ground application was made with a Parker airblast sprayer delivering 400 gal/acre at a ground speed of 2 mph. The helicopter application was made at a speed of 35 mph, approximately 10 ft over the canopy, delivering 7 gal/acre. On the date of application, approximately 13.0% of the WALH population were adults. Adults were sampled with 12.5 x 17.8 cm sticky boards made from bright yellow poster board coated on both sides with Stickem Special Pest Glue, suspended from limbs with a wire hanger. Six traps were evenly spaced in each plot and left in place for a 24 h period to obtain adult counts. Nymphs were counted on 20 randomly selected leafhopper-injured leaves on terminal growth from 6 trees in each plot (120 leaves per treatment). Half of these leaves were chosen from outer canopy of the tree, the other half from lower central growth."
Deficit Irrigation for Agricultural Water Management,,,,,"Irrigation Water Quality Analysis || This topic encompasses studies from various global locations focusing on the physico-chemical evaluations of water used for irrigation purposes. Key assessments include pH, electrical conductivity (EC), sodium adsorption ratio (SAR), hardness, and other significant ions and compounds affecting agricultural productivity. These investigations aim to ensure water suitability for irrigation, highlighting the crucial balance between water quality and sustainable agriculture.","EVALUATION OF BELBAIS DRAIN WATER QUALITY AND THE POSSIBILITY OF USING IN AGRICULTURAL IRRIGATION PURPOSES IN SHARKIA GOVERNORATE, EGYPT","A total of 8 water samples were collected from beginning, middle and end of Belbais drain, which located at longitudes of N 30o 10’ 57.6” and E 31o 20’ 20.8” and latitudes of N 30o33’ 39.2” and E 31o36’ 10.3” and altitude around 11.6 m. relative to sea level, in order to assess the quality of its water and its suitability for agricultural irrigation. Samples were analysed for pH, EC and other parameters. pH was within the permissible limit. EC indicates C3 (high salinity). According to USDA (1954). The soluble sodium percent (SSP) ranged from 67.78% to 41.69%, i.e. moderate restriction in using this water. The Sodium Adsorption Ratio (SAR) ranged from 6.74 to 8.44 and according to FAO (1985), water is of low sodium hazard. According to USDA (1954), water is of high salinity medium sodicity (C3S2). Permeability index values varied between 82.52 to 85.34% and based on Doneen diagram (1962), medicating class II i.e. no permeability or infiltration problems. Residual Sodium Carbonate (RSC) was 1.25 mmolc L-1, i.e. safe for irrigation."
Soil Carbon Dynamics and Nutrient Cycling in Ecosystems,,,,,"N2O Emissions from Agriculture || This topic explores the impact of agricultural activities on nitrous oxide (N2O) emissions, a potent greenhouse gas. Studies focus on the effects of irrigation management, nitrogen fertilizer applications, cover crop practices, and different cultivation techniques on N2O fluxes from soil. Research encompasses field experiments, meta-analyses, and the development of monitoring methodologies to quantify and mitigate N2O emissions from cropping systems, highlighting the critical role of agronomical practices in controlling greenhouse gas contributions from agriculture.",Soil Management Practices to Mitigate Nitrous Oxide Emissions and Inform Emission Factors in Arid Irrigated Specialty Crop Systems,"Greenhouse gas (GHG) emissions from arid irrigated agricultural soil in California have been predicted to represent 8% of the state’s total GHG emissions. Although specialty crops compose the majority of the state’s crops in both economic value and land area, the portion of GHG emissions contributed by them is still highly uncertain. Current and emerging soil management practices affect the mitigation of those emissions. Herein, we review the scientific literature on the impact of soil management practices in California specialty crop systems on GHG nitrous oxide emissions. As such studies from most major specialty crop systems in California are limited, we focus on two annual and two perennial crops with the most data from the state: tomato, lettuce, wine grapes and almond. Nitrous oxide emission factors were developed and compared to Intergovernmental Panel on Climate Change (IPCC) emission factors, and state-wide emissions for these four crops were calculated for specific soil management practices. Dependent on crop systems and specific management practices, the emission factors developed in this study were either higher, lower or comparable to IPCC emission factors. Uncertainties caused by low gas sampling frequency in these studies were identified and discussed. These uncertainties can be remediated by robust and standardized estimates of nitrous oxide emissions from changes in soil management practices in California specialty crop systems. Promising practices to reduce nitrous oxide emissions and meet crop production goals, pertinent gaps in knowledge on this topic and limitations of this approach are discussed."
Effects of Soil Compaction on Crop Production,,,,,"Common Bean Water Efficiency || This topic encompasses a series of studies focused on the Phaseolus vulgaris, or common bean, highlighting various agronomic practices to enhance productivity, water use efficiency, and nutritional quality. Research includes the effects of sowing dates, irrigation methods, nutrient management, and the impact of phosphorus and sulfur fertilizers on yield traits. Experiments took place across diverse locations from Ethiopia to India, addressing challenges such as water scarcity, soil fertility, and optimizing agronomic practices for improved bean cultivation.",Desempenho agronômico do feijoeiro comum de terceira safra sob irrigação na região Noroeste do Paraná,"This research was done to evaluate the yield and yield components of bean third crop under irrigation depths in the northwestern region of Paraná State. The experiment was conducted in Arenito Campus of the State University of Maringa, Cidade Gaúcha city. The research was implanted with six irrigation depths (0, 104.1, 171.8, 192.4, 222.9 and 333 mm) and four replicates with a randomized block design and plot banded. The plants number per meter (NPM), pods per plant number (NVP), grains per pod number (NGV), hundred grains weight (MCG), crop height (AP) and height of first pod (AIPV) were evaluated. The yield (PROD), pods per plant number (NVP), grains per pod number (NGV) and hundred grains weight (MCG) responded signicantly to irrigation depths. The highest yield, 2224 kg ha-1 was obtained with application of greater depth, equal to 333 mm."
Composting of Organic Wastes and Maturity Assessment,,,,,"Composting in Horticulture || This topic explores the utilization of various composted materials, including municipal solid waste (MSW) and organic residues, as components in horticultural substrates. It covers research on blending compost with pine bark, sand, and other elements to enhance water retention, improve plant growth, and provide sustainable alternatives to traditional potting media. Studies also focus on the environmental benefits and practical applications of composting in reducing peat and coir usage, thus promoting more eco-friendly and resource-efficient gardening and nursery practices.","Effects of Coir-Based Growing Medium with Municipal Solid Waste Compost or Biochar on Plant Growth, Mineral Nutrition, and Accumulation of Phytochemicals in Spinach","The use of municipal solid waste compost (MSW) and biochar, two renewable resources with a low carbon footprint as components of substrates, may be an alternative to reducing peat and coir usage. The aim of this study was to assess the suitability of selectively collected MSW and biochar as components of the coir-based substrate to spinach grown. An experiment was carried out to evaluate five substrates, coir and four coir-based blends (coir + biochar + perlite, coir + municipal waste compost + perlite, coir + biochar + pine bark, and coir + biochar + pine bark) with 12% (v/v) MSW or biochar and 10% (v/v) perlite or pine bark. Spinach seedlings were transplanted into Styrofoam planting boxes filled with the substrate. Each planting box was irrigated daily by drip with a complete nutrient solution. Plants grown with MSW had a higher content of calcium. Shoot Mn increased in the biochar-containing mixes. The shoot dry weight of the plants grown in the different blends was higher than those grown in coir. Fresh yield was higher in mixes with MSW and perlite (3 kg/m2) or pine bark (2.87 kg/m2). Total phenols and DPPH antioxidant activity were not affected by the substrates. However, shoot ascorbate (AsA) content was higher or equal to those plants grown in coir. MSW and biochar are alternatives to reduce the use of coir and peat."
Soil Erosion and Agricultural Sustainability,,,,,"""Wastewater Treatment and Reuse || This topic explores the various methods and impacts of treating and reusing wastewater for agricultural and environmental purposes. It includes studies on Moringa seeds for wastewater treatment, the use of treated wastewater on different crop species, and the evaluation of municipal wastewater's role in irrigation. Research spans across different regions, focusing on the chemical and microbial properties of treated versus untreated wastewater, its effect on soil and plant health, and the potential for sustainable agriculture in water-scarce areas.""","Soil Chemical and Enzyme Activity after Irrigation with Diluted Winery Wastewater in the Vineyard at Stellenbosch, Western Cape Province","This study assessed the effect of diluted WWW and raw water on soil chemical parameters including pH, potassium (K), calcium (Ca), magnesium (Mg), and sodium (Na), and soil enzyme activities including ?-glucosidase, phosphatase, and urease, where different summer catch crops were cultivated over one season.The experimental design was a complete randomized block design (CRBD) with 3 replications.After the application of diluted WWW and raw water over one season, there was a significant impact in soil pH in the 0-15 cm soil layer.In the 15-30 cm soil layer, the significant impact was on soil pH and K. Results showed that irrigation with either diluted WWW or raw water had no significant effect on the three soil enzymes throughout the study period.Thus, irrigation with diluted WWW may not adversely affect soil microbial population, ecosystem, and nutrient cycle."
